author,content,id,imdb_id,title,tmdb_id,url
John Chard,"From the upper echelon of boys own adventures comes - The Man Who Would Be King!

Two ex servicemen are lolling around colonial India, it's just the start of a journey that will see them in Kafiristan. Here the mountain dwellers believe the rouge white fellows to be Gods, and thus things are about to get very interesting indeed.

Written by master writer Rudyard Kipling, directed by behemoth John Huston, and starring British legends Sean Connery & Michael Caine, there really isn't any way this film could have failed, sure enough the picture exudes a classy structure that is coupled with deftly smart writing. The Man Who Would Be King was a project that John Huston had coveted for many a year (decade), as far back as the 40s he was looking to adapt the Kipling short with Humphrey Bogart & Clark Gable in the leads, some time after it was mooted that he fancied Peter O'Toole & Richard Burton to play Messrs Dravot & Carnehan. Fast forward to 1975 and the eventual pairing of Caine & Connery now looks like a masterstroke of casting, and it really is impossible to imagine anyone else in the roles of the amoral scavenger duo of the piece, in short, the wait for the film was indeed worth it.

That the film is known as an adventure genre staple is a given, but it should be noted that in amongst its delightful fusion of fantasy and swashbuckling values, lies wonderful characterisation, cheeky sly glances at the power crazy, imperialism, greed, and pulsing a political beat. It's a smashing, highly entertaining picture that stands up really well ever more today in this new millennium age, I mean it's got Caine & Connery playing rapscallions for GODS' sake! 8/10",53fe9e330e0a262de20031de,73341,The Man Who Would Be King,983,https://www.themoviedb.org/review/53fe9e330e0a262de20031de
John Chard,"Esto es un robo, las manos arriba!

Butch Cassidy and the Sundance Kid is directed by George Roy Hill and written by William Goldman. It stars Paul Newman, Robert Redford, Katharine Ross and Strother Martin. A Panavision/De Luxe production with music by Burt Bacharach and cinematography by Conrad Hall.

Not exactly a hit with the critics of the time, Butch Cassidy and the Sundance Kid had no such problems at the box office or with longevity of popularity. It is still today one of the few Western films that none Western fans enjoy immensely. Much of this can be attributed to the wonderful buddy buddy chemistry between Newman and Redford, and of course the general blending of ragamuffin drama with cheeky chappy comedy.

The casting as finished was not exactly set in stone, Newman was always in but was originally going to play the part of Sundance. McQueen was pencilled in for Cassidy, as was Lemmon while Beatty was mooted as well, but eventually a chance was taken on Redford and Newman switched to the role of Cassidy. On such things can a movie be made or broken, as it turned out it was the ace in the pack as legendary characters were brought joyously to life.

Only based on the basic real life facts of the Hole-in-the-Wall gang led by Butch Cassidy, the film follows the simple formula of two lovable rogue entrepreneurs being chased by a Pinkerton posse whilst robbing their way to a new life in Bolivia. A gorgeous sepia opening sets the standard for the visual treats to follow, with over a quarter of the film being an extended chase sequence through the landscapes. As Hill and Goldman (Academy Award Best Story/Screenplay) provide the tension in the sequences, Conrad Hall (Academy Award Best Cinematography) brings clarity of beauty and dust strewn sweat.

The music by Burt Bacharach (Academy Award Best Music) has not always gone down well with critics and fans alike, especially the pivotal ""Raindrops Keep Falling on My Head"" (song by country singer B.J. Thomas). But in the context of the scenes, and the changing of the West (even the Western movie in fact), the music works. Yes, ""Raindrops"" is a touch corny in essence, but the accompanying sequences as the bicycle replaces the horse in major metaphor - and the warmth of the Etta Place (Ross a little bland) and Cassidy friendship is born out - it's hardly a film killer. In fact it's a daring move by the makers.

Hugely influential on Westerns that would follow and spawning further tales of the exploits of Butch and Sundance, Hill's movie has earned its much loved reputation. With the constant by-play between Redford and Newman always engaging (who are those guys?), a number of iconic scenes firmly ensconced in movie folklore, and technical smarts to cherish, Butch Cassidy and the Sundance Kid never takes its foot of the pedal or its grip on your heart. Because as the freeze frame sepia ending passes muster as a blaze of glory, it's indeed true, Hill, Hall, Goldman, Newman and Redford have made a true Western classic. 9/10",58a8c185c3a368645000248f,64115,Butch Cassidy and the Sundance Kid,642,https://www.themoviedb.org/review/58a8c185c3a368645000248f
Wong,"Aliens, a great action movie, cheapened the original by replacing one hyper-intelligent, indestructible monster with an army of gormless critters. This third entry has only one creature, but unfortunately it's just as gormless. When Ripley (Weaver) crash-lands on a prison planet full of hard-nut slap-heads, they haven't seen a woman in years. Discovering that there's an alien loose, Ripley asks the warden to break out the guns, and can't believe it when she is told there aren't any. Nor can we. Good acting has salvaged many a poor script in the past, but not here. Dance is slaughtered in the first act, as is the regulation bastard warden (Glover), leaving only Sigourney, impressive as ever, and a motley cast of extras. Though wasteful of the expensive sets, Fincher's tight close-ups do add to the sense of claustrophobic panic.",56b248edc3a36845ae000669,103644,Alien³,8077,https://www.themoviedb.org/review/56b248edc3a36845ae000669
John Chard,"Don't feck with The Baldies!

Special Edition. I love it, I really do. OK! So it's basically a monster on the loose piece, but the setting at a sci-fi prison colony - complete with nutty religious shards - makes for a thrillingly atmospheric ride. A roll call of Brit thesps line up for some tension filled entertainment, while director David Fincher and cinematographer Alex Thomson provide a look that is both beautiful and scary. Industrial Punk? Steam Punk? Cyber Punk? Fincher Punk? Hey man, we gotta give it a name! And of course there's Siggy Weaver, the reassuring presence. I could live without the attempt at a transcendent finale, but in extended form this has much to light your fires. It also showed that Fincher would be a director to watch - imagine if had he been left alone to craft his own vision? His subsequent career and standing makes a mockery of the studio execs involved in the making of Alien³. 8/10",5794bf5f9251414236000a38,103644,Alien³,8077,https://www.themoviedb.org/review/5794bf5f9251414236000a38
Charles Dance,"**Superior in every department to the basic shoot em up, Aliens,** 

Alien 3 returns the franchise to its artistic horror roots established by Ridley Scott. No more Disney kids, happy endings and machine gun wielding irritants.

This movie is a beautifully bleak experience and is the true sequel to Alien (1979). Performances are excellent all round - especially Charles Dance as prison doctor, Clemens, and, of course, Sigourney Weaver - who gives us her best performance as the downtrodden Ripley.

A masterwork by David Fincher that restores the horror and dignity to the series. Thank goodness for Alien 3! 

- Charles Dance",58a9a272c3a3680bed007fab,103644,Alien³,8077,https://www.themoviedb.org/review/58a9a272c3a3680bed007fab
Potential Kermode,"**The best horror film of the eighties**

This is a gem, it really is. Alternately amusing and horrific - John Landis plays our emotions like a fiddle here. He is pulling all the strings and we are uncertain as to which string he is going to pull next.

From the eerie Yorkshire countryside of the opening scenes through David's _awful_ nightmares in hospital to amusing zombie chit chat and finally the climactic slaughter in London - this film never lets up.

How many films will you find Kermit the frog sharing a scene with throat slicing, machine gun wielding mutants dressed as Nazis?

- Potential Kermode",58a25236c3a368294100085a,82010,An American Werewolf in London,814,https://www.themoviedb.org/review/58a25236c3a368294100085a
talisencrw,"Though not my very favourite movie about the infamous vampire, this is quite beautiful, well-told and gorgeously photographed (I really can't wait to see the blu!) and is most probably Bela Lugosi's finest hour (though I love his work; and it's also right up there with the greatest-ever vampiric depictions on celluloid), and it has genuine scares. Lugosi not only growls and snarls but also delivers the succulent seductive power of both evil itself and immortality--no matter what devastating consequences that immortal life may truly mean.

Essential for both horror fanatics and fans of early (up to and including the 30's) cinema to own on the highest-possible quality, and regular re-watches. It's simply THAT GOOD.

The fact that its American release date was Valentine's Day (its New York City premiere was two days earlier) only further hits home the fact that its immortality is due to the fact that it isn't simply a cornerstone of Gothic horror but with a vibrant love story at its very heart.",57ec1a12925141522d000626,21814,Dracula,138,https://www.themoviedb.org/review/57ec1a12925141522d000626
Cat Ellington,"Carrie had been included on a list of great films to which my mother had taken my older brother and me to see upon their theatrical releases decades ago. And the memories of that long ago time will forever remain with me. Back when the Chicago Theater had still been a movie house, Carrie was the first film that my family and I had gone out on our weekly ""Movie Date Night"" to see. Good times. Gooood times. Carrie is an undisputed horror masterpiece. I still...get chills.",589dfefdc3a3685f8b00ad75,74285,Carrie,7340,https://www.themoviedb.org/review/589dfefdc3a3685f8b00ad75
John Chard,"Dream Attack.

The kids of Elm Street appear to be having the same bad dream, one in which a scarred faced bogeyman in a stripy jumper hunts them with knives attached to his fingers. When the dream becomes a reality for one of the kids, and the worst happens, Nancy Thompson risks all to bring the bogeyman into the open.

Stupendous horror movie, one that not even the ream of sequels, spin- offs and cartoons could ever diminish. Wes Craven creates a film of utter terror, unleashing one of the genres most famous monsters on the unsuspecting film loving public, with Robert Englund as the hideous Fred Krueger having the time of his life slashing away and delivering oral venom. 

A number of scenes and sequences are staggeringly memorable, in the process shifting into horror movie folklore. The youthful cast are sensibly written (Craven's screenplay that took inspiration from a true story he read about Cambodian refugees literally dying of nightmares!), they are not dumb these kids, just vulnerable, but led by Nancy (Heather Langenkamp) there may be hope of some survivors?

The blurry line between dreams and reality gets a bloody make-over here, creating biblical snoots in the process. In short, essential horror movie for those inclined. 9/10",5546347d9251413fc0003acd,87800,A Nightmare on Elm Street,377,https://www.themoviedb.org/review/5546347d9251413fc0003acd
Ian Beale,"**Underrated and fun!**

This is my favorite Star Trek movie. The whole film bubbles with humour and the music score is fantastic. I love the bookend _'Row, row, row your boat'_ sequences. An emotional and funny film - my favourite goosebumps moment being when Kirk says 'I've always known...I'll die alone"". Brings tears to my eyes that part - it really does.

You'll have to excuse me, I'm getting emotional thinking about it. It's trendy to give this film a bad review and I am more than happy to be honest and open about ny admiration for this film.

If anything, Star Trek VI is the weakest Trek movie - a plodding episode of Columbo in space.


_Star Trek V: The Final Frontier_ is a rousing and fun 
movie.




- Ian Beale",58a0abc09251412b6100118a,98382,Star Trek V: The Final Frontier,172,https://www.themoviedb.org/review/58a0abc09251412b6100118a
John Chard,"You Klingon bastards! Kirk gets personal.

It is what it is folks, it's a good honest Star Trek story, it beats a real emotive heart and although some may decry the lack of blistering space battles, or end of the universe peril scenarios, it's an essential film for dealing with the protagonists we know and love.

Into the mix here we have our favourite alien enemies The Klingons (led by the oddly cast Christopher Lloyd), Spock's father, Sarek, who adds grace to the story, and crucially Kirk gets an emotional kicker. While elsewhere hardcore fans get a big surprise with the beloved Enterprise.

It's of course merely a set up for the next (and delightfully great) instalment of Star Trek IV: The Voyage Home, but on its own terms this stands up as one of the better character pieces in the series. Due in no small part to having Leonard Nimoy directing it because he shows care and thought about a subject he obviously knows quite a bit about. 7/10",554e10b09251410877004d8f,88170,Star Trek III: The Search for Spock,157,https://www.themoviedb.org/review/554e10b09251410877004d8f
Cat Ellington,"Grease is definitely the word! ...

When my family (my mother, my brother, and I) went out on our traditional weekly ""Movie Date Night"" (as we so lovingly named it during that time) to see Grease at the Chicago Theater, ""Thank God It's Friday"" had been playing at the old State and Lake Theater right across the street from the CT. And me being a hopeless Donna Summer fanatic, naturally I'd wanted to see ""TGIF"" too, but it had to be Grease, first, because our tix were purchased in advance ... And also because we were only committed to one movie at a time...sometimes. 😊

I was glad, however, that we got to see Grease, because I was in love with this film by the time it ended. It was one of my most cherished childhood experiences/memories. And I still hold it dear today.

This Randal Kleiser directed musical was one of the greatest cinematic oeuvres of its time - even today, undergoing readaptations for the stage, and entertaining both past and present generations. In Grease, the film, John Travolta (my guy) and Olivia Newton-John (my girl) star as Danny and Sandy, who meet one summer at the beach and fall madly in love. However, there's one problem: Danny is a local fella (and a 'T-birds greaser gang member'), while Sandy (pure and clean-cut from Australia) is only in town vacationing for the summer. When the summer ends, their newfound (and passionate) relationship may also have to. But will it?...

Set in 1950s California, Grease is a motion picture for the Hollywood history books. It is tremendously directed, with a beautifully-composed soundtrack. And the cast? Well, what can you say when you have a gifted supporting ensemble of some of the best in their respective crafts: Stockard Channing, Frankie Avalon, Eve Arden, Joan Blondell, Sha-Na-Na, Sid Ceasar, and Alice Ghostley, among a talented bundle of others.

Grease is one of my all-time favorites. The story is grade A, and so are the legendary performances, as is the equally fabled soundtrack to which it is set. I love this movie, and highly recommend it to everyone ... Especially those of you, who like me, harbor a passion for musicals.",589f63b9925141337e00111c,77631,Grease,621,https://www.themoviedb.org/review/589f63b9925141337e00111c
John Chard,"The Whaler and the Western.

Joseph H. Lewis was something of a B movie king, with his best directorial efforts coming via Westerns and film noir. After this Sterling Hayden starrer he signed off from Hollywood for good, as a legacy it's difficult to say if it's a fitting point of reference to Lewis and his talents, or entirely apt for his career? It's an often quirky, even bizarre, picture that manages through its surreal like tendencies to detract from its formulaic Western plot. 

Set in Prairie City, Texas, the tale revolves around George Hanson (Hayden), a Swedish whaler who after 19 years away, returns to Prairie to find his father has been murdered. As he delves deeper with a staunch undaunted determination, he finds that the law is corrupt and a horrible land baron called McNeil (Sebastian Cabot), aided by gunslinger for hire Johnny Crale (Ned Young), is behind his fathers death. It appears there is oil in the land and McNeil is using force to buy up the land at ridiculously cheap prices. But if he thought George was going to be forgiving? Or going to be easily frightened? Well he and Crale are in for some big shocks. 

Shot in stark black and white, Lewis' film throws up the always interesting conflict between homespun virtue and greedy evil. There's compelling villains and some nicely drawn characterisations for the decent citizens of the town, such as those who are on the periphery of the protagonists struggle (note Victor Millan's poor Mexican farmer and Carol Kelly's downbeat girlfriend of Crale). 

What of Hayden, though? It's a fascinating performance, where saddled with the task of trying to do a Swedish accent, and wearing a suit a size too short for him, it's difficult to know if he is in tune with the off-kilter nature of the film, or he's just on robotic auto-pilot while Lewis chuckles to himself off camera. Either way Hayden gives us a character to root for with our every breath. Hanson is a bastion of good and well meaning, we ache for him to outdo the lobster eating land baron and the metal clawed outlaw. 

There's some controversy in the tid-bids here. The script was credited to Ben Perry, but actually was written by Dalton Trumbo who was blacklisted. Hayden, although not blacklisted, appeared before the House of Un-American Activities Committee and simultaneously admitted past communist affiliations and named names. Lewis was not involved in the unsavoury chapter but was a close friend of Ned Young, who was blacklisted for taking the fifth, but whose impact on the film was to not only be in it, but to also be instrumental in getting Lewis to direct it. Boy was that an interesting time in American history. 

Stylish, odd and certainly different, Terror In A Texas Town has enough about it to make it worthy of a night in. And it gets better on repeat viewings once you buy into the kookiness. 7.5/10",5524518a92514166c10038b1,52287,Terror in a Texas Town,46681,https://www.themoviedb.org/review/5524518a92514166c10038b1
John Chard,"Jaws.

A man eating shark is terrorising the holiday island of Amity. Police chief Martin Brody, shark hunter Quint and marine biologist Matt Hooper set sail in the hope of killing the great white monster.

Jaws is responsible for many things, it's responsible for propelling director Steven Spielberg's career into the stratosphere, it was responsible for a downturn in the package holiday trade, and it was responsible for shaping the summer blockbuster release practice's. There are many other things which one doesn't need to bore you with, it's just true to say that Jaws is firmly ensconced in movie history, if one hasn't seen it then one surely knows about it, it is, even today, part of popular culture.

But is it any good? Is it worthy of a long standing reputation as one of the greatest monster movies of all time? Hell yes it is, one or two easily overlooked flaws aside, it busted the box office (world wide) and tapped into a primal fear that resides in the majority of mankind, the unseen that resides in the sea.

Jaws sets out its marker right from the start with a truly shocking and attention grabbing opening sequence, from then on in Spielberg (learning from Hitchcock for sure) tweaks the tension to have the audience living on their nerves, even as character building (by way of Brody's family arc) sedates the pace, we just know that it's all relative to an extension of fear and terror that is around the next corner. After the first victims' remains are found, Brody glances out at the ocean, Spielberg perfectly framing the shot to say so much about what we are about to be witness' to. Jolts and shocks pop up from time to time to help build the unease, whilst Spielberg makes the audience wait before we even see what it is that so coldly and efficiently destroys man. Then it's the claustrophobic switch as our brave protagonists are out at sea on Quint's boat, unaware that the giant menace is now hunting them, eyes as black as death itself.

So many great scenes linger for all time in the memory, the entrance of Quint is a hum dinger, a mournful widow reducing Brody to a stunned realism, the Indianappolis monologue, the bigger boat! Just some of the reasons why I personally love cinema so much. The score from John Williams is as effective as any for the genre and Robert Hoyt's sound team's work furthers the unfolding dread. The cast are superb and uniformly excellent, managing to cast aside technical problems (and genuine resentments at times) to portray this story with verve and a genuine depth of feeling. Yet Roy Scheider (Brody), Robert Shaw (Quint) and Richard Dreyfuss (Hooper) were far from from original choices, Charlton Heston was wanted for the role of Brody, Sterling Hayden and Lee Marvin were both mooted for Quint, and John Voight was Spielberg's preferred choice for Hooper. Whilst Jaws author (and co screen writer here) Peter Benchley was heading for the top by asking for Newman, Redford and McQueen!! Imagine that!

Still it all turned out well in the end because Jaws stands the test of time as one of the best films of its type. No amount of complaining about continuity and a rough looking mechanical shark will ever dim its appeal, even as I revisited it recently for the hundredth time I still got tingles all over my body. So file it alongside King Kong in the pantheon of Monster Movie Masterpieces. 10/10 always, now go enjoy your dip in the ocean.",53fea0360e0a262deb0032a0,73195,Jaws,578,https://www.themoviedb.org/review/53fea0360e0a262deb0032a0
Cat Ellington,"Is it safe to go back in the water? ...

Steven Spielberg got ahold of the incredible Peter Benchley-penned novel about a giant, carnivorous Great White (dubbed ""Jaws"") who swims the ocean waters off a fictional resort town, preying on both the Island's locals and its visitors alike, and adaptated, for the silver screen, what would become one of the most terrifying American made thrillers to ever be released in the worldwide cinema. Exceptional filmmaking! And members of Spielberg's crew had the nerve to maliciously ""mock"" Jaws, by referring to it as ""Flaws"", during the filming process? All because of a few ""glitches"" in the mechanical shark? Ha! Who's laughing now?

Great screenwriting by Benchley and Gottlieb. Great composition by the legendary John Williams. Great direction by Spielberg. Phenomenal performances by Scheider, Shaw, and Dreyfuss. Great supporting cast. Just...magnificent. Jaws is a magnificent film. A true classic.",589e01989251412cd000b40a,73195,Jaws,578,https://www.themoviedb.org/review/589e01989251412cd000b40a
in_the_crease,"Much like the shark itself, the movie starts slowly, deep down in the depths before coming to the surface to explode in pure sensationalism.

Jaws is one of those rare exceptions where high-brow art meets fun entertainment. At the time of its making, however, simply keeping its head above water was the most the cast and crew were hoping for.

But Spielberg had created something special. During production, no one saw it--I'm not sure Spielberg himself saw it, but it was there. I think it was really editor Verna Fields who saw it and put it together.

Jaws begins the way most primal fears begin: someone is alone, in the dark, in an alien environment, and is being attacked from some unknown entity. People remark today how Jaws worked so well, that it's kept them afraid of the ocean for years. I disagree. I think it's because we are scared of the ocean is why Jaws works so well. The opening scene of the young girl being savaged in the black nothingness that is the night ocean is terrifying because it preys on primal fears; it doesn't create them.

Next we're introduced to our cast of characters: There's Police Chief Martin Brody--an everyman with a fear of the water--and his wife, Ellen. There's Brody's loyal deputy Len Hendricks (mysteriously named ""Jeff"" in the sequel). Then, of course, there's the other side. There is the crooked mayor Larry Vaughan, and his two toadies newspaper editor Harry Meadows and coroner Carl Santos. After Brody and Hendricks find evidence of a hungry shark off the coast of the resort town of Amity, they do the sensible thing and start closing up the beaches. The mayor, seeing dwindling dollar signs, convinces Meadows and Santos to back him, and together they confront Brody and put the kibosh on his beach closing plan.

In an era where the primitive special effects technology gave us a shark that looked like a pool toy, it became essential that the shark not be the focal point of the film. And while a fin here and a barrel there do work wonders, it's only because the shark is far from the only villain in the movie. To have credibility, we have to have a human villain. And that is where Vaughan comes in.

After Vaughan's cavalier ""it-can't-happen-again"" attitude blows up in his face, Brody brings in the book smart, but decidedly out-of-his-element marine biologist Matt Hooper. Hooper tells Brody everything he and we, the audience, already know: The shark is out there; it's hungry; it's eating people; and it will continue to do so unless it is killed.

After a disastrous Fourth of July celebration that should have gotten Vaughan impeached, Brody and Hooper join forces with Quint, a grizzled fisherman with a personal vendetta against sharks. The movie then switches from its horror and drama elements and becomes something of an adventure, foreshadowing Spielberg's work on films like Raiders of the Lost Ark. Even John Williams' score begins to conjure up images of Errol Flynn-style swashbuckling. The adventure almost seems fun.

And that is when the shark, previously only a shadow, fin, or plot point referenced by dialogue, takes center stage. The movie shifts gears further near the end, going from adventure to a full on monster movie.

The build up is slow, relying on showing us the results of the shark's presence rather than the shark itself. This creates enough fear and credibility so that by the time the big, rubbery toy shark is commanding the screen, we're afraid of it. It's already been established as a monster.

The movie's pacing, dialogue and acting are all perfect, creating a strong enough foundation on which a silly, albeit terrifying, plot rests. By the time the shark is sinking boats and eating shark cages, Spielberg has made us by into it that he could have had the shark blasting off for the moon and we would have accepted it. And that is how and why Jaws works.",58d2ada5c3a368127c000de2,73195,Jaws,578,https://www.themoviedb.org/review/58d2ada5c3a368127c000de2
Potential Kermode,"**When in doubt - point a long stick toward the screen**

These 3D ventures are amusing. Whenever the plot slows down a cast member randomly picks up a long stick and points it at the camera.

This film is no exception. Whenever the plot crawls to snails pace characters start pointing long sticks at the camera for no apparent reason.

Doing most of the long stick pointing here is Dennis Quaid and Bess Armstrong - she needs a _strong arm_ to pick random objects up and point them toward the camera as often as she does.


- Potential Kermode",58a84fdb9251415661008aea,85750,Jaws 3-D,17692,https://www.themoviedb.org/review/58a84fdb9251415661008aea
John Chard,"Death and honour are thought to be the same, but today I have learned that sometimes they are not.

The Last of the Mohicans is directed by Michael Mann who also co-adapts the screenplay with Christopher Crowe from James Fenimore Cooper's novel of the same name. It stars Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig, Jodhi May, Steven Waddington and Wes Studi. Music is scored by Trevor Jones and Randy Edelman and cinematography by Dante Spinotti.

1757 during the French and Indian War, Hawkeye (Lewis), a white man who was adopted by the Mohicans, finds himself on a perilous journey to escort a couple of British sisters to their father's fort. This journey brings him, and his companions, into conflict with Magua (Studi), a sadistic Huron warrior seeking revenge on the girls' father.

Inspired by the Randolph Scott film of the same name made in 1936, Michael Mann gives his all to create a stirring classical epic fit to sit in the company of the historical greats of old. Visually it's a treat of some magnitude, where aided by Spinotti, Mann frames his characters in the glorious vistas provided by the North Carolinas. For those with a bent for historical narratives, Mann's film also is not found wanting, in fact it's a cerebral delight. There's romantic strands that sit right in the colourful quilt, action expertly staged and handled by the talented director and the cast, led by a superbly athletic and serious Day-Lewis, are impressive and doing justice to the requisite characters written on the page, and the musical score enhances mood with swirling beauty coupling with primitive potency that wraps itself snugly around the story.

Mann gets all the key ingredients right, but it's his ability to balance the human drama with the energised action that is most impressive. The film is also thankfully devoid of boorish filler, this is a troubled time in history, with much political activity and complex racial manoeuvres, but Mann doesn't need to fill the screen with political posturing and drawn out speeches. We know all we need to know about the period in question, but the story is kept intimate, the focus on a small group of people, of whose fate we most assuredly have interest in. While on the edges of the frame we know we are witnessing the death of an era, for better or worse on different sides of the coin. Also pays to note that Mann's well known penchant for the meticulous is evident as well, for he details the native characters with considerable care.

It's not flawless, accents fluctuate, the odd fake look slips into the production design and the director does what many American directors do, they come dangerously close to caricaturing their British officers, but this is still great heroic escapism tinged with romanticism. Something for everyone who loves classical cinema in fact. 9/10",591da9f5c3a3687a8e01f9cb,104691,The Last of the Mohicans,9361,https://www.themoviedb.org/review/591da9f5c3a3687a8e01f9cb
talisencrw,"I loved the first two installments of Jackie Chan's 'Police Story' series, and wish I had seen the intervening adventures of Chan's character, Inspector Chan Ka Kui, ('Police Story 3: Supercop' and 'Project S'--though this is labeled Police Story 4, it's actually his very popular character's 5th appearance). Still, the story (basically a James Bond-type role, as he is forced by his boss to help the CIA prevent a Russian nuclear device from getting into the wrong hands) stands on its own, and is thrilling from start to finish, though something tends to be different and missing from his earlier Hong Kong exploits (though this was made there and dubbed--albeit horrendously--to help make him a star Stateside). If I had to put a finger on it, I think I prefer films that Chan directed himself. It's still extremely enjoyable, with set-pieces--especially when he defends himself with a stepladder--that approach awe-inspiring choreographed action perfection...",569c789e9251415e6d001c1e,116704,Ging chaat goo si 4: Ji gaan daan yam mo,9404,https://www.themoviedb.org/review/569c789e9251415e6d001c1e
Jeff_34,"**Lynch's Masterpiece.**

This is my favorite Lynch films, hands down. 

First saw it in a theatre and the film's lighting was so weird and disorienting that at times you weren't sure if there was some weird exterior light source hitting the screen. Uber weird. 

More twist and turns than the highway itself :P

For sure it's fun to try and nail down exactly what happened but IMHO it's a little more fun not to know - each time you rewatch it you might see/think/feel something different.",589dca66c3a3685f87007ead,116922,Lost Highway,638,https://www.themoviedb.org/review/589dca66c3a3685f87007ead
lkredhat,"A strong premise and great cast prompted my interest, but the movie falls short of its promise. Clive Owens gives a great performance and a few of the scenes are remarkably memorable and resonant. However, there are very long stretches where the movie simply stagnates and the plot drifts away, especially towards the end. Overall, it's rather melancholy and despite the ""action"" scenes, not especially thrilling. If you like sci-fi movies set in dystopian futures, or are a big Clive Owen fan, you may still find it worth watching despite its flaws.

An aside: One of the ""extras"" on the DVD has some heavily accented academic trilling at length about the movie's philosophical meaning. It's entertainingly over-the-top and almost unintelligible: jargon piled into a Dagwood sandwich of contradictory abstractions. Anyway, if you don't watch too much of it, its good for a laugh.",56d2da85c3a3681e5000db59,206634,Children of Men,9693,https://www.themoviedb.org/review/56d2da85c3a3681e5000db59
talisencrw,"Cuaron's masterpiece so far (including Gravity, which was gravely miscast). This film is: a) easily the best film of the decade of the 2000's; b) the finest dystopia film since 'A Clockwork Orange' and probably the best sci-fi since '2001: A Space Odyssey'; and c) all the evidence you need that Clive Owen should have been selected as James Bond in place of Daniel Craig. Heartily recommended to anyone interested in how great both science fiction and cinema can possibly be. You may be depressed with the state of both the world and mankind, after watching it, but you won't be disappointed in the possibilities of cinema.",570885ea9251417216000184,206634,Children of Men,9693,https://www.themoviedb.org/review/570885ea9251417216000184
Shreyance Parakh,"**Thought provoking piece of art !!**

**CHILDREN OF MEN**....How a baby's cry can make the whole world stop, the bullets stop flying in a war, people forget all their pain, the only thing that matters is how to make that precious gift of god smile again..The movie depicts it beautifully! When the world is falling apart, coming to its end, how a THEO does things that he otherwise would have not done for anything or anybody else...It doesn't seems practical that how at every point of time there is somebody to see them sail through, but that is all LIFE is about...HOPE...There's a THEO in everyone of us...It's in our hands...to choose, THEO or Luke...The world will surely end someday but till then we must all protect the CHILDREN OF MEN, protect the world...Do our bit for the mother earth..!!

**P.S. - loved the laughter of the babies in the end!!**

Scenes I LOVED - 

1. When Julian was shot.
2. When Theo thought Jasper was dead.
3. When Dylan was born.
4. When Theo said to Luke ""It's a GIRL""
5. When Marichka expressed she isn't coming.


There may be more, but these are all I remembered.

Michael Caine was adorable as always, Julianne Moore was pretty, Clive Owen was perfect, Kee was sweet, Miriam was, don't know, clean...at heart !",590b2be89251414fa8014a96,206634,Children of Men,9693,https://www.themoviedb.org/review/590b2be89251414fa8014a96
Per Gunnar Jonsson,"This is not really a “The Saint” movie as far as I am concerned. It has very little resemblance to the Simon Templar that we got to know in the TV-series starring Roger Moore in the lead role. I have not read the books so I do not know how well the movie actually relates to the books but I have to say that I was a little disappointed to see a Simon Templar that was not really…him.

I have never really been a huge fan of Val Kilmer and I do not really think he is the best match for the role. But then, as I wrote, I really do not see this as a Simon Templar movie anyway so. Elisabeth Shue is totally unbelievable as a scientist. I know they had to pick someone reasonably good-looking to satisfy the script but still, she just doesn’t cut it as a scientist. The Russians are giving a much better performance. I quite liked both the Tretiak characters.

That is not to say that this is a bad movie though. You just have to forget about the references to The Saint and Simon Templar. The latter is not very difficult since he really do not call himself Simon Templar in most of the movie anyway. What this movie is though is a fairly decent light entertainment about a skilled high stakes thief with a troubled childhood. I say light entertainment because the plot is really not much more than you would expect from a TV-series pilot. There are some fun action, some fun infiltration, disguises, a bit of high-tech etc. Just a mixture of some “fun stuff” making you go “okay that was not too bad” at the end of the movie.

Oh, one more thing, I know that Simon Templar used to drive a Volvo P1800 but quite frankly, that was the only cool car that Volvo have ever made. Since the movie was so far from what I consider to be Simon Templar it is a real bummer that they had to choose that modern Volvo crap for him to drive.",53b3f6360e0a26597500c382,120053,The Saint,10003,https://www.themoviedb.org/review/53b3f6360e0a26597500c382
manwhonose,"This absolutely makes me howl with laughter. It's Carrey at his comic best!

It's simple plot allows for the minimum of set-up, so that Carrey can get down to some classic clowning.

If you don't, at least, titter at this, you need a check-up from the neck up.",50665edf760ee3689000027d,119528,Liar Liar,1624,https://www.themoviedb.org/review/50665edf760ee3689000027d
dbzgal04,"A very affectionate and heart-warming biopic about a talented singer who was snatched from this world way too soon.  From Selena's childhood, to her discovered talent, to her trials and triumphs, and to her skyrocketing music career.  This movie shows how much Selena accomplished during her life on Earth, and how many other lives she touched.  With the help of this excellent biopic, the legacy of Selena Quintanilla-Perez will continue and never be forgotten.  RIP Selena, you are loved by many!",58deddc3c3a3683d2a000bfb,120094,Selena,16052,https://www.themoviedb.org/review/58deddc3c3a3683d2a000bfb
